,Nbrhood,Nbr_latitude,Nbr_longitude,Borough_name,venue.name,venue.location.lat,venue.location.lng,venue_category
17,Acton,51.49153695,-0.21497089652160112,"Ealing, Hammersmith and Fulham",Indian Express,51.49302784342529,-0.20823223710944824,Indian Restaurant
18,Acton,51.49153695,-0.21497089652160112,"Ealing, Hammersmith and Fulham",Gwendwr Garden,51.49112126600677,-0.20901421715298926,Garden
19,Acton,51.49153695,-0.21497089652160112,"Ealing, Hammersmith and Fulham",Barons Court Theatre,51.489359556482235,-0.20938463683730826,Indie Theater
20,Acton,51.49153695,-0.21497089652160112,"Ealing, Hammersmith and Fulham",C'est Ici,51.48996210005485,-0.21314819946527122,Café
21,Acton,51.49153695,-0.21497089652160112,"Ealing, Hammersmith and Fulham",Virgin Active,51.49297397343798,-0.22002965211868286,Gym / Fitness Center
22,Acton,51.49153695,-0.21497089652160112,"Ealing, Hammersmith and Fulham",Domino's Pizza,51.49323912121304,-0.20880372879514653,Pizza Place
23,Acton,51.49153695,-0.21497089652160112,"Ealing, Hammersmith and Fulham",The Albion,51.49457636054852,-0.21276989824243983,Pub
24,Acton,51.49153695,-0.21497089652160112,"Ealing, Hammersmith and Fulham",Novotel London West,51.49195880000002,-0.2199765099361457,Hotel
25,Acton,51.49153695,-0.21497089652160112,"Ealing, Hammersmith and Fulham",Starbucks,51.493173,-0.221586,Coffee Shop
26,Acton,51.49153695,-0.21497089652160112,"Ealing, Hammersmith and Fulham",Lounge Bar,51.49232235058393,-0.22035233076303593,Cocktail Bar
27,Acton,51.49153695,-0.21497089652160112,"Ealing, Hammersmith and Fulham",Costa Coffee,51.48802390839242,-0.2191472053527832,Coffee Shop
28,Acton,51.49153695,-0.21497089652160112,"Ealing, Hammersmith and Fulham",Kanna Thai,51.49450053931474,-0.2131227010244012,Thai Restaurant
29,Acton,51.49153695,-0.21497089652160112,"Ealing, Hammersmith and Fulham",Hammersmith Fitness and Squash Centre,51.4920756966833,-0.22143124091019292,Gym
30,Acton,51.49153695,-0.21497089652160112,"Ealing, Hammersmith and Fulham",Energize Gym,51.4908748670232,-0.21527266195845504,Gym
31,Acton,51.49153695,-0.21497089652160112,"Ealing, Hammersmith and Fulham",The Lunch Box,51.493392118428666,-0.21814305461858186,Café
32,Acton,51.49153695,-0.21497089652160112,"Ealing, Hammersmith and Fulham",Carnival Store,51.494747535988125,-0.211968584839133,Costume Shop
33,Acton,51.49153695,-0.21497089652160112,"Ealing, Hammersmith and Fulham",Tesco Express,51.4951056505324,-0.21104490674588305,Grocery Store
34,Addington,51.3713049,-0.101957,Croydon,The Ludoquist,51.37153038040552,-0.1003305710260288,Gaming Cafe
35,Addington,51.3713049,-0.101957,Croydon,Crushed Bean,51.37099971734288,-0.10017598506483898,Coffee Shop
36,Addington,51.3713049,-0.101957,Croydon,Nando's,51.3728269,-0.1005836,Portuguese Restaurant
37,Addington,51.3713049,-0.101957,Croydon,Dog & Bull,51.373081096937405,-0.10148720048776085,Pub
38,Addington,51.3713049,-0.101957,Croydon,Forbidden Planet,51.373321857688026,-0.10266473896997093,Bookstore
39,Addington,51.3713049,-0.101957,Croydon,Scrumpchino's,51.37384678152949,-0.09859866699079116,Café
40,Addington,51.3713049,-0.101957,Croydon,Five Guys,51.3733781,-0.1000813,Burger Joint
41,Addington,51.3713049,-0.101957,Croydon,Galicia,51.36845757906705,-0.09927934900298166,Spanish Restaurant
42,Addington,51.3713049,-0.101957,Croydon,The Spread Eagle,51.37239980648064,-0.0999907352758226,Pub
43,Addington,51.3713049,-0.101957,Croydon,The Royal Standard,51.37008046367005,-0.10141821881421303,Pub
44,Addington,51.3713049,-0.101957,Croydon,Turtle Bay,51.37313201335389,-0.10026811461122966,Caribbean Restaurant
45,Addington,51.3713049,-0.101957,Croydon,Ponte Nuovo,51.3706564023937,-0.10005564248921735,Italian Restaurant
46,Addington,51.3713049,-0.101957,Croydon,Uncle Lim's Malaysian Kitchen,51.37521540025681,-0.10045385615353232,Malay Restaurant
47,Addington,51.3713049,-0.101957,Croydon,The Green Dragon,51.371668730152166,-0.10070031962607118,Pub
48,Addington,51.3713049,-0.101957,Croydon,Primark,51.3740488,-0.1010776,Clothing Store
49,Addington,51.3713049,-0.101957,Croydon,Sangri,51.36852191929014,-0.0992887201008723,Indian Restaurant
50,Addington,51.3713049,-0.101957,Croydon,Anabella's Kitchen,51.3679313659668,-0.09913444519042969,Mediterranean Restaurant
51,Addington,51.3713049,-0.101957,Croydon,Bad Apple,51.37340265763354,-0.09930829526835787,Nightclub
52,Addington,51.3713049,-0.101957,Croydon,The Crown & Pepper,51.36911896641011,-0.09955034051567693,Pub
53,Addington,51.3713049,-0.101957,Croydon,Kokoro,51.37397665106856,-0.0984413614216835,Korean Restaurant
54,Addington,51.3713049,-0.101957,Croydon,wagamama,51.37391133314482,-0.09712335534959493,Asian Restaurant
55,Addington,51.3713049,-0.101957,Croydon,Camden Coffee House,51.3752998113138,-0.10004229779848357,Coffee Shop
56,Addington,51.3713049,-0.101957,Croydon,Caffè Nero,51.375442052278515,-0.10334615283305262,Coffee Shop
57,Addington,51.3713049,-0.101957,Croydon,The Edge,51.36757493019104,-0.099044,Pub
58,Addington,51.3713049,-0.101957,Croydon,Reeves Corner London Tramlink Stop,51.374646872175354,-0.10612964630126953,Tram Station
59,Albany Park,51.4416793,0.150488,Bexley,Ferraris,51.44169907474888,0.146754772294095,Italian Restaurant
60,Albany Park,51.4416793,0.150488,Bexley,King's Head,51.44173036793814,0.1497853372239225,Pub
61,Albany Park,51.4416793,0.150488,Bexley,Old Bexley Greek Taverna,51.44140469763696,0.15064035496645917,Greek Restaurant
62,Albany Park,51.4416793,0.150488,Bexley,The George,51.4417555295627,0.1504291288194399,Pub
63,Albany Park,51.4416793,0.150488,Bexley,Bexley Charcoal Grill,51.44168751030061,0.15062869738899076,Fast Food Restaurant
64,Albany Park,51.4416793,0.150488,Bexley,Tanyard Lane,51.441736,0.149438,Bar
65,Albany Park,51.4416793,0.150488,Bexley,Happy China,51.44142288539946,0.1504826545715332,Chinese Restaurant
66,Albany Park,51.4416793,0.150488,Bexley,Maharajah of Bexley,51.441323,0.150483,Indian Restaurant
67,Albany Park,51.4416793,0.150488,Bexley,Master Fryer,51.44178,0.150635,Fast Food Restaurant
68,Albany Park,51.4416793,0.150488,Bexley,Yum Yums Bexley,51.44127666950226,0.15071868896484375,Breakfast Spot
69,Albany Park,51.4416793,0.150488,Bexley,Bexley Tennis Club,51.4437478766626,0.1469217770999585,Tennis Court
70,Albany Park,51.4416793,0.150488,Bexley,Private Shop,51.444764,0.14739,Toy / Game Store
71,Albany Park,51.4416793,0.150488,Bexley,Bexley Railway Station (BXY),51.44007200289714,0.14745712280273438,Train Station
72,Aldborough Hatch,51.5763203,0.0454097,Redbridge,Premier Inn London Ilford,51.577209,0.044383,Hotel
73,Aldborough Hatch,51.5763203,0.0454097,Redbridge,Pizza Hut,51.57338973346806,0.04486926977602434,Pizza Place
74,Aldborough Hatch,51.5763203,0.0454097,Redbridge,Redbridge London Underground Station,51.576358997402984,0.04542490950140824,Metro Station
75,Aldborough Hatch,51.5763203,0.0454097,Redbridge,Dilani's Fish Bar,51.57696285618526,0.04570484161376953,Eastern European Restaurant
76,Aldborough Hatch,51.5763203,0.0454097,Redbridge,The Red House (Beefeater),51.5768286,0.0450226,Pub
77,Aldborough Hatch,51.5763203,0.0454097,Redbridge,FruitCart UK,51.5788142,0.0471478,Grocery Store
78,Aldgate,51.5156177,-0.0919983,City,Goodman Steak House Restaurant,51.51439802733941,-0.09074537518056014,Steakhouse
79,Aldgate,51.5156177,-0.0919983,City,The Ned Hotel,51.51375523989037,-0.09006653956021182,Hotel
80,Aldgate,51.5156177,-0.0919983,City,Hawksmoor Guildhall,51.515498,-0.090849,Steakhouse
81,Aldgate,51.5156177,-0.0919983,City,City Càphê,51.51474961713268,-0.09154479356888842,Vietnamese Restaurant
82,Aldgate,51.5156177,-0.0919983,City,Daunt Books,51.51398169143981,-0.09299522000314557,Bookstore
83,Aldgate,51.5156177,-0.0919983,City,The Merchant House,51.513264,-0.093039,Cocktail Bar
84,Aldgate,51.5156177,-0.0919983,City,Guildhall Art Gallery,51.51555072911845,-0.09200376728625424,Art Gallery
85,Aldgate,51.5156177,-0.0919983,City,Ned's Club Upstairs,51.513788692889555,-0.09012400881086845,Roof Deck
86,Aldgate,51.5156177,-0.0919983,City,Ned's Club Downstairs,51.51362231040922,-0.0901448367920373,Lounge
87,Aldgate,51.5156177,-0.0919983,City,M&S Simply Food,51.51358969,-0.09529666,Grocery Store
88,Aldgate,51.5156177,-0.0919983,City,Porterford Butchers,51.51303235326847,-0.09373702135804958,Butcher
89,Aldgate,51.5156177,-0.0919983,City,One New Change Rooftop,51.51391176437131,-0.09577454922475599,Roof Deck
90,Aldgate,51.5156177,-0.0919983,City,Rosslyn,51.51257394102631,-0.09338110685348511,Coffee Shop
91,Aldgate,51.5156177,-0.0919983,City,Malibu Kitchen,51.513510758666484,-0.09007436447289069,New American Restaurant
92,Aldgate,51.5156177,-0.0919983,City,Coq d'Argent,51.513303279109444,-0.0910358067859018,French Restaurant
93,Aldgate,51.5156177,-0.0919983,City,Guildhall Yard,51.515426082727934,-0.0920614571261829,Plaza
94,Aldgate,51.5156177,-0.0919983,City,Manicomio,51.51536891323096,-0.09541400116488372,Italian Restaurant
95,Aldgate,51.5156177,-0.0919983,City,Burger & Lobster,51.51368716465748,-0.09464257378721523,Seafood Restaurant
96,Aldgate,51.5156177,-0.0919983,City,Blue Cow Yoga,51.51528559031631,-0.08976422627667482,Yoga Studio
97,Aldgate,51.5156177,-0.0919983,City,Host,51.51262873320867,-0.09321063204672514,Coffee Shop
98,Aldgate,51.5156177,-0.0919983,City,Apex London Wall Hotel,51.51592789755909,-0.08765545829484747,Hotel
99,Aldgate,51.5156177,-0.0919983,City,Madison,51.51381968475064,-0.09539032987004036,Cocktail Bar
100,Aldgate,51.5156177,-0.0919983,City,Kaia,51.513887461990876,-0.0894410654711039,Asian Restaurant
101,Aldgate,51.5156177,-0.0919983,City,Museum of London,51.518019,-0.09606,History Museum
102,Aldgate,51.5156177,-0.0919983,City,Forbes & Hamilton Coffee House,51.517148,-0.088302,Coffee Shop
103,Aldgate,51.5156177,-0.0919983,City,Massimo Dutti,51.51405937942974,-0.09352429800770391,Clothing Store
104,Aldgate,51.5156177,-0.0919983,City,Coya Angel Court,51.5149821429662,-0.087337601567967,Latin American Restaurant
105,Aldgate,51.5156177,-0.0919983,City,Le Relais de Venise,51.51472701617397,-0.08652679245633464,French Restaurant
106,Aldgate,51.5156177,-0.0919983,City,The Trading House,51.51506346595909,-0.09142715063542992,Modern European Restaurant
107,Aldgate,51.5156177,-0.0919983,City,Brigadiers,51.51272137300544,-0.09192158012225396,Indian Restaurant
108,Aldgate,51.5156177,-0.0919983,City,Barbican Highwalk,51.518427051779,-0.09505111975997232,Scenic Lookout
109,Aldgate,51.5156177,-0.0919983,City,Postman's Park,51.51685979391399,-0.09764256711433734,Park
110,Aldgate,51.5156177,-0.0919983,City,Koya City,51.512320077429145,-0.09162180003063267,Udon Restaurant
111,Aldgate,51.5156177,-0.0919983,City,The Ivy Asia,51.513588,-0.09603582,Asian Restaurant
112,Aldgate,51.5156177,-0.0919983,City,Konditor & Cook,51.513085,-0.0936822,Bakery
113,Aldgate,51.5156177,-0.0919983,City,Drapers' Hall,51.51500872287517,-0.08622681567011208,Event Space
114,Aldgate,51.5156177,-0.0919983,City,Pilpel,51.51519526381051,-0.09846207739921972,Falafel Restaurant
115,Aldgate,51.5156177,-0.0919983,City,Digme Fitness,51.51824415936594,-0.09074380686786175,Cycle Studio
116,Aldgate,51.5156177,-0.0919983,City,Puttshack Bank,51.513308857390676,-0.09028784930706024,Mini Golf
117,Aldgate,51.5156177,-0.0919983,City,Virgin Active,51.5180472,-0.0976615,Gym / Fitness Center
118,Aldgate,51.5156177,-0.0919983,City,Black Sheep Coffee,51.51549437665514,-0.09008280528236012,Coffee Shop
119,Aldgate,51.5156177,-0.0919983,City,Barbican Theatre,51.51972176714491,-0.09360561617624982,Theater
120,Aldgate,51.5156177,-0.0919983,City,Planet of the Grapes,51.51246839117881,-0.09353420805588591,Wine Bar
121,Aldgate,51.5156177,-0.0919983,City,Another Space,51.515052583873825,-0.0903835455775398,Gym / Fitness Center
122,Aldgate,51.5156177,-0.0919983,City,Sweetings,51.512441662798395,-0.09272347457051053,Seafood Restaurant
123,Aldgate,51.5156177,-0.0919983,City,Barbican Art Gallery,51.519799557371044,-0.093968703496289,Art Gallery
124,Aldgate,51.5156177,-0.0919983,City,Barbican Concert Hall,51.519632262755046,-0.09366137745382495,Concert Hall
125,Aldgate,51.5156177,-0.0919983,City,The Royal Exchange,51.513694667814285,-0.08735398816951305,Historic Site
126,Aldgate,51.5156177,-0.0919983,City,Light Centre Moorgate,51.51737995846681,-0.08806487357483081,Yoga Studio
127,Aldgate,51.5156177,-0.0919983,City,Black Sheep Coffee,51.51455913662866,-0.09460299570341206,Coffee Shop
128,Aldwych,51.5004439,-0.1265398,Westminster,Elizabeth Tower (Big Ben) (Big Ben (Elizabeth Tower)),51.50070194764357,-0.12458056211471556,Monument / Landmark
129,Aldwych,51.5004439,-0.1265398,Westminster,Winston Churchill Statue,51.50079877234231,-0.126266613247528,Outdoor Sculpture
130,Aldwych,51.5004439,-0.1265398,Westminster,Parliament Square,51.500595,-0.126802,Plaza
131,Aldwych,51.5004439,-0.1265398,Westminster,Churchill War Rooms (Churchill Museum & Cabinet War Rooms),51.502079,-0.129305,Historic Site
132,Aldwych,51.5004439,-0.1265398,Westminster,Westminster Hall,51.49994724212344,-0.1253664493560791,Historic Site
133,Aldwych,51.5004439,-0.1265398,Westminster,Royal Institution of Chartered Surveyors (RICS),51.50102113108736,-0.12808932766906128,Event Space
134,Aldwych,51.5004439,-0.1265398,Westminster,Costa Coffee,51.50093364186963,-0.12480467457557845,Coffee Shop
135,Aldwych,51.5004439,-0.1265398,Westminster,Strangers' Bar,51.4995641497275,-0.12391947082597803,Bar
136,Aldwych,51.5004439,-0.1265398,Westminster,Poets' Corner,51.49918584512919,-0.12648224830627441,Historic Site
137,Aldwych,51.5004439,-0.1265398,Westminster,The Westminster Abbey Shop,51.49957288694409,-0.12916858859331523,Gift Shop
138,Aldwych,51.5004439,-0.1265398,Westminster,Duck Island Cottage,51.50283358126919,-0.12986760139976541,Garden
139,Aldwych,51.5004439,-0.1265398,Westminster,The Red Lion,51.5020777,-0.1257325,Pub
140,Aldwych,51.5004439,-0.1265398,Westminster,Victoria Tower Gardens,51.49672923934478,-0.12501576353172372,Park
141,Aldwych,51.5004439,-0.1265398,Westminster,Conrad London St. James,51.49939556598363,-0.13280432242097437,Hotel
142,Aldwych,51.5004439,-0.1265398,Westminster,House of Commons Terrace,51.499153886030946,-0.12398901594173034,Plaza
143,Aldwych,51.5004439,-0.1265398,Westminster,The Cinnamon Club,51.49749105618828,-0.12959288300972766,Indian Restaurant
144,Aldwych,51.5004439,-0.1265398,Westminster,Horse Guards Parade,51.504847331160235,-0.12659034740377378,Plaza
145,Aldwych,51.5004439,-0.1265398,Westminster,hub London Westminster Abbey,51.4995885,-0.1315428,Hotel
146,Aldwych,51.5004439,-0.1265398,Westminster,Abraham Lincoln Statue,51.500554742778775,-0.12767263217902708,Outdoor Sculpture
147,Aldwych,51.5004439,-0.1265398,Westminster,Nelson Mandela Statue,51.50047446583063,-0.12718661507931803,Outdoor Sculpture
148,Aldwych,51.5004439,-0.1265398,Westminster,Executive Lounge,51.49939799336967,-0.1328401459228183,Hotel Bar
149,Aldwych,51.5004439,-0.1265398,Westminster,The Library Lounge at Marriott County Hall,51.50193765161251,-0.12006535004714862,Tea Room
150,Aldwych,51.5004439,-0.1265398,Westminster,St Thomas’ Garden,51.500365270863874,-0.11931878262143739,Garden
151,Aldwych,51.5004439,-0.1265398,Westminster,itsu,51.4969251371704,-0.12948585803087204,Sushi Restaurant
152,Aldwych,51.5004439,-0.1265398,Westminster,St John’s Smith Square,51.49596502232967,-0.12719844356166618,Concert Hall
153,Aldwych,51.5004439,-0.1265398,Westminster,Pret A Manger,51.50110601050641,-0.11960506439208984,Sandwich Place
154,Aldwych,51.5004439,-0.1265398,Westminster,Costa Pronto,51.50100203421485,-0.12474449628123091,Coffee Shop
155,Aldwych,51.5004439,-0.1265398,Westminster,Blue Boar,51.49971595972993,-0.13211118165805655,Restaurant
156,Aldwych,51.5004439,-0.1265398,Westminster,Quirinale,51.49700532251606,-0.12665337908765376,Italian Restaurant
157,Aldwych,51.5004439,-0.1265398,Westminster,The Household Cavalry Museum,51.504868872914344,-0.1265941354930367,History Museum
158,Aldwych,51.5004439,-0.1265398,Westminster,Women of World War II,51.50345064560305,-0.1260076089661174,Monument / Landmark
159,Aldwych,51.5004439,-0.1265398,Westminster,Rag & Bone,51.49689926899571,-0.13082094707546968,Coffee Shop
160,Aldwych,51.5004439,-0.1265398,Westminster,Pickles Sandwich Bar,51.500912979957086,-0.12989533432616363,Café
161,Aldwych,51.5004439,-0.1265398,Westminster,The Wash House Cafe,51.49744101584998,-0.12985974491309668,Café
162,Aldwych,51.5004439,-0.1265398,Westminster,Ma La Sichuan,51.49678148946305,-0.13070898809339557,Asian Restaurant
163,Aldwych,51.5004439,-0.1265398,Westminster,Pret A Manger,51.499603859724836,-0.13250157055225698,Sandwich Place
164,Aldwych,51.5004439,-0.1265398,Westminster,Munich Cricket Club,51.49813,-0.132441,Beer Bar
165,Aldwych,51.5004439,-0.1265398,Westminster,Starbucks,51.498196,-0.132676,Coffee Shop
166,Aldwych,51.5004439,-0.1265398,Westminster,The Feathers,51.499389882878205,-0.13308796236853995,Pub
167,Aldwych,51.5004439,-0.1265398,Westminster,The Two Chairmen,51.50063264772029,-0.13178213837478256,Pub
168,Aldwych,51.5004439,-0.1265398,Westminster,Wesley's Cafe,51.500138566519766,-0.12977867367823218,Café
169,Aldwych,51.5004439,-0.1265398,Westminster,Westminster Arms,51.50047960133786,-0.12954368678325193,Pub
170,Aldwych,51.5004439,-0.1265398,Westminster,Costa Coffee,51.49958506166648,-0.13306377581699905,Coffee Shop
171,Aldwych,51.5004439,-0.1265398,Westminster,Pret A Manger,51.49683574440641,-0.12919792944773745,Sandwich Place
172,Aldwych,51.5004439,-0.1265398,Westminster,The Sanctuary House Hotel,51.49955623293138,-0.131814486550752,Pub
173,Aldwych,51.5004439,-0.1265398,Westminster,The Lounge,51.499794,-0.131596,Hotel Bar
174,Aldwych,51.5004439,-0.1265398,Westminster,Conrad Gym,51.49949,-0.132846,Gym
175,Alperton,51.5639957,-0.27590641378489267,Brent,Black Sheep Coffee,51.56238438874359,-0.2797338732671051,Coffee Shop
176,Alperton,51.5639957,-0.27590641378489267,Brent,Boxpark Wembley,51.5604436376007,-0.2801533670792795,Food Court
177,Alperton,51.5639957,-0.27590641378489267,Brent,Moulin Cafe,51.562153,-0.2812514,Café
178,Alperton,51.5639957,-0.27590641378489267,Brent,Costa Coffee,51.56450052853608,-0.27797087093882056,Coffee Shop
179,Alperton,51.5639957,-0.27590641378489267,Brent,Wembley Tandoori Restaurant,51.562062954096035,-0.2815721266214175,Indian Restaurant
180,Alperton,51.5639957,-0.27590641378489267,Brent,Premier Inn London Wembley Park,51.56288543033887,-0.28113238513469696,Hotel
181,Alperton,51.5639957,-0.27590641378489267,Brent,Olympic Way,51.562237,-0.2796374,Pedestrian Plaza
182,Alperton,51.5639957,-0.27590641378489267,Brent,Novotel London Wembley,51.561279612294044,-0.27919654232789526,Hotel
183,Alperton,51.5639957,-0.27590641378489267,Brent,Asda,51.5647411,-0.2756308,Supermarket
184,Alperton,51.5639957,-0.27590641378489267,Brent,Costa Coffee,51.56104,-0.27930582,Coffee Shop
185,Alperton,51.5639957,-0.27590641378489267,Brent,Stadium Sports Bar,51.56199077066958,-0.2819707633294399,Sports Bar
186,Alperton,51.5639957,-0.27590641378489267,Brent,The Torch,51.56515963017586,-0.27748229437509714,Pub
187,Alperton,51.5639957,-0.27590641378489267,Brent,Currys PC World,51.5611638,-0.2801305,Electronics Store
188,Alperton,51.5639957,-0.27590641378489267,Brent,Wimpy,51.56207899313921,-0.2820121496915817,Burger Joint
189,Alperton,51.5639957,-0.27590641378489267,Brent,Lidl,51.56119889,-0.28099902,Supermarket
190,Alperton,51.5639957,-0.27590641378489267,Brent,Lahore Village,51.561993,-0.281596,Indian Restaurant
191,Alperton,51.5639957,-0.27590641378489267,Brent,Mezze Grill,51.561867,-0.281508,Turkish Restaurant
192,Anerley,51.36685695,0.061709076090816765,Bromley,The Black Horse,51.36812956127193,0.05681210624920164,Pub
193,Anerley,51.36685695,0.061709076090816765,Bromley,Lidl,51.368103,0.056052,Supermarket
194,Anerley,51.36685695,0.061709076090816765,Bromley,Sainsbury's,51.366065674093036,0.05548583991374034,Supermarket
195,Anerley,51.36685695,0.061709076090816765,Bromley,Costa Coffee,51.367245669926994,0.05489706963513052,Coffee Shop
196,Angel,51.5384287,-0.0999051,Islington,Steve Hatt,51.53858794839484,-0.09904121479314358,Fish Market
197,Angel,51.5384287,-0.0999051,Islington,The Life Centre Islington,51.538055727558145,-0.09917056229039065,Yoga Studio
198,Angel,51.5384287,-0.0999051,Islington,Ottolenghi,51.539715736121565,-0.10231434330256582,Mediterranean Restaurant
199,Angel,51.5384287,-0.0999051,Islington,Ray Stitch Haberdashery Shop and Café,51.53843244328264,-0.09925789892367093,Hobby Shop
200,Angel,51.5384287,-0.0999051,Islington,Raabs The Bakers,51.539462940929226,-0.09776832486951217,Bakery
201,Angel,51.5384287,-0.0999051,Islington,Planet Organic,51.537966952053225,-0.09967632951781946,Organic Grocery
202,Angel,51.5384287,-0.0999051,Islington,Almeida Theatre,51.53961999832438,-0.10284453933909748,Theater
203,Angel,51.5384287,-0.0999051,Islington,69 Colebrooke Row,51.53648003112913,-0.1012068068361282,Cocktail Bar
204,Angel,51.5384287,-0.0999051,Islington,Lucky Chip,51.53726994181427,-0.10052886763768511,Burger Joint
205,Angel,51.5384287,-0.0999051,Islington,Amorino,51.53803391515425,-0.10258298416398652,Ice Cream Shop
206,Angel,51.5384287,-0.0999051,Islington,After Noah,51.53856947253504,-0.10234069311960248,Gift Shop
207,Angel,51.5384287,-0.0999051,Islington,MEAT Liquor,51.53915418061159,-0.10284391706196584,Burger Joint
208,Angel,51.5384287,-0.0999051,Islington,Zaffrani,51.53925523720228,-0.10120195226035689,Indian Restaurant
209,Angel,51.5384287,-0.0999051,Islington,The Bill Murray,51.53622641765042,-0.09875024400395076,Pub
210,Angel,51.5384287,-0.0999051,Islington,Little Angel Theatre,51.53875877049495,-0.10129533420847975,Theater
211,Angel,51.5384287,-0.0999051,Islington,Homeboy,51.538941,-0.098512,Cocktail Bar
212,Angel,51.5384287,-0.0999051,Islington,King's Head Theatre Pub,51.53824942522654,-0.10240414144742085,Pub
213,Angel,51.5384287,-0.0999051,Islington,Cass Art,51.53637898495149,-0.1010133630159783,Arts & Crafts Store
214,Angel,51.5384287,-0.0999051,Islington,Megan’s at the Sorting Office,51.538675,-0.103751,Café
215,Angel,51.5384287,-0.0999051,Islington,Paper Mache Tiger,51.539117570678094,-0.10037466449870135,Boutique
216,Angel,51.5384287,-0.0999051,Islington,Everyman Cinema,51.53682872988637,-0.10348771717557345,Movie Theater
217,Angel,51.5384287,-0.0999051,Islington,Waterstones,51.53621159007864,-0.10263594846038261,Bookstore
218,Angel,51.5384287,-0.0999051,Islington,Zen Mondo,51.53698597847207,-0.1032101803980794,Japanese Restaurant
219,Angel,51.5384287,-0.0999051,Islington,La Petite Auberge,51.5399049,-0.102532,French Restaurant
220,Angel,51.5384287,-0.0999051,Islington,Pophams,51.53666577092601,-0.09617513945083765,Bakery
221,Angel,51.5384287,-0.0999051,Islington,Saponara,51.53687523712736,-0.09612145254292304,Italian Restaurant
222,Angel,51.5384287,-0.0999051,Islington,Nuffield Health Fitness & Wellbeing Gym,51.537218821893276,-0.1016543698827531,Gym / Fitness Center
223,Angel,51.5384287,-0.0999051,Islington,El Inca Plebeyo,51.53998859119499,-0.0968242898402462,Latin American Restaurant
224,Angel,51.5384287,-0.0999051,Islington,Le Mercury,51.539697,-0.102715,French Restaurant
225,Angel,51.5384287,-0.0999051,Islington,La Farola Cafe & Bistro,51.537562114828525,-0.10292747297945617,Spanish Restaurant
226,Angel,51.5384287,-0.0999051,Islington,The Old Queens Head,51.5372319,-0.1004195,Gastropub
227,Angel,51.5384287,-0.0999051,Islington,Laki Kane,51.53994665641483,-0.1025156713110661,Tiki Bar
228,Angel,51.5384287,-0.0999051,Islington,Bellanger,51.53650203047924,-0.1027446985244751,French Restaurant
229,Angel,51.5384287,-0.0999051,Islington,Afghan Kitchen,51.53576,-0.10297269,Afghan Restaurant
230,Angel,51.5384287,-0.0999051,Islington,St. Mary's Church Garden,51.53835149917392,-0.10131306756797226,Garden
231,Angel,51.5384287,-0.0999051,Islington,Mem & Laz,51.53756623021478,-0.10335246233622011,Mediterranean Restaurant
232,Angel,51.5384287,-0.0999051,Islington,Kilis Kitchen,51.53753034650363,-0.10301627770709167,Mediterranean Restaurant
